               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 318,             0.01768,           0.0093608,           0.0050412,              0.9927,             0.98413,               0.995,             0.82876,            0.011391,           0.0042244,           0.0026403,            0.004294,            0.004294,            0.004294
                 319,            0.020602,           0.0075088,           0.0054422,             0.99311,             0.98534,               0.995,             0.80935,             0.01803,            0.004753,           0.0026692,            0.004276,            0.004276,            0.004276
                 320,            0.023534,           0.0085892,           0.0055805,             0.99311,             0.98534,               0.995,             0.80935,             0.01803,            0.004753,           0.0026692,            0.004258,            0.004258,            0.004258
                 321,            0.021517,           0.0057961,           0.0050342,             0.99503,                   1,               0.995,             0.83911,            0.015069,           0.0045919,           0.0024236,             0.00424,             0.00424,             0.00424
                 322,            0.021757,           0.0087848,           0.0076574,             0.99517,                   1,               0.995,             0.84584,             0.01369,           0.0045347,           0.0024027,            0.004222,            0.004222,            0.004222
                 323,            0.022069,           0.0076343,           0.0058344,             0.99585,                   1,               0.995,             0.87524,            0.013188,           0.0043931,           0.0024112,            0.004204,            0.004204,            0.004204
                 324,            0.022955,           0.0094384,           0.0063406,             0.99585,                   1,               0.995,             0.87524,            0.013188,           0.0043931,           0.0024112,            0.004186,            0.004186,            0.004186
                 325,            0.021625,           0.0088985,           0.0052645,             0.99608,                   1,               0.995,             0.87292,             0.01202,           0.0044398,           0.0023748,            0.004168,            0.004168,            0.004168
                 326,            0.020718,           0.0072839,           0.0063842,             0.99644,                   1,               0.995,             0.84773,            0.016641,           0.0045281,           0.0023471,             0.00415,             0.00415,             0.00415
                 327,            0.025033,           0.0097169,           0.0067917,             0.99644,                   1,               0.995,             0.88628,            0.013144,           0.0042093,           0.0023371,            0.004132,            0.004132,            0.004132
                 328,             0.02401,           0.0072723,           0.0060662,             0.99644,                   1,               0.995,             0.88628,            0.013144,           0.0042093,           0.0023371,            0.004114,            0.004114,            0.004114
                 329,            0.020398,           0.0068191,           0.0061997,              0.9964,                   1,               0.995,             0.91409,            0.011136,           0.0040794,           0.0023378,            0.004096,            0.004096,            0.004096
                 330,            0.022098,           0.0076717,           0.0094459,              0.9965,                   1,               0.995,             0.84374,            0.012476,           0.0041414,           0.0023051,            0.004078,            0.004078,            0.004078
                 331,            0.021831,            0.008368,           0.0047179,             0.99635,                   1,               0.995,             0.79298,            0.017976,           0.0045814,           0.0023281,             0.00406,             0.00406,             0.00406
                 332,            0.024319,           0.0086424,           0.0053994,             0.99635,                   1,               0.995,             0.79298,            0.017976,           0.0045814,           0.0023281,            0.004042,            0.004042,            0.004042
                 333,            0.021489,           0.0067889,           0.0041023,              0.9962,                   1,               0.995,             0.82637,            0.014964,           0.0045936,           0.0023306,            0.004024,            0.004024,            0.004024
                 334,            0.020573,           0.0062819,           0.0046355,             0.99598,                   1,               0.995,             0.86816,            0.013589,           0.0043134,           0.0022986,            0.004006,            0.004006,            0.004006
                 335,            0.023924,            0.008292,            0.012947,             0.99577,                   1,               0.995,             0.86279,            0.014492,           0.0043896,           0.0023027,            0.003988,            0.003988,            0.003988
                 336,            0.022004,            0.006732,            0.014104,             0.99577,                   1,               0.995,             0.86279,            0.014492,           0.0043896,           0.0023027,             0.00397,             0.00397,             0.00397
                 337,            0.022168,           0.0077926,            0.010356,             0.99547,                   1,               0.995,             0.87916,             0.01365,           0.0044025,           0.0022797,            0.003952,            0.003952,            0.003952
                 338,            0.020143,           0.0087949,           0.0066274,             0.99596,                   1,               0.995,              0.8876,            0.012753,           0.0045106,           0.0023155,            0.003934,            0.003934,            0.003934
                 339,            0.022146,           0.0086095,           0.0053506,             0.99609,                   1,               0.995,             0.87599,            0.012738,           0.0045339,           0.0023556,            0.003916,            0.003916,            0.003916
                 340,            0.020589,           0.0067799,           0.0050306,             0.99609,                   1,               0.995,             0.87599,            0.012738,           0.0045339,           0.0023556,            0.003898,            0.003898,            0.003898
                 341,            0.018645,           0.0061726,           0.0039253,             0.99144,                   1,               0.995,             0.89173,            0.011093,           0.0044051,            0.002445,             0.00388,             0.00388,             0.00388
                 342,            0.018504,           0.0078672,           0.0055107,             0.97075,                   1,               0.995,             0.84867,            0.015492,           0.0050104,           0.0027709,            0.003862,            0.003862,            0.003862
                 343,            0.023726,           0.0072678,           0.0062545,             0.96536,             0.99833,             0.99295,             0.79422,            0.012214,           0.0045068,           0.0030123,            0.003844,            0.003844,            0.003844
                 344,            0.021945,           0.0090677,           0.0071591,             0.96536,             0.99833,             0.99295,             0.79422,            0.012214,           0.0045068,           0.0030123,            0.003826,            0.003826,            0.003826
                 345,            0.020815,           0.0067505,           0.0087557,             0.96326,             0.99801,             0.99182,              0.8368,            0.010829,           0.0044995,           0.0031518,            0.003808,            0.003808,            0.003808
                 346,            0.023059,           0.0069883,           0.0050126,             0.96095,             0.99782,             0.98864,             0.88178,            0.015355,           0.0047475,           0.0032656,             0.00379,             0.00379,             0.00379
                 347,            0.022635,           0.0089483,           0.0051981,             0.95897,             0.99778,              0.9875,             0.86961,            0.013826,           0.0049077,            0.003451,            0.003772,            0.003772,            0.003772
                 348,             0.02838,           0.0069598,           0.0065077,             0.95897,             0.99778,              0.9875,             0.86961,            0.013826,           0.0049077,            0.003451,            0.003754,            0.003754,            0.003754
                 349,            0.020279,           0.0084538,           0.0087436,             0.95823,             0.99777,             0.99068,              0.8923,            0.012206,           0.0048772,           0.0035364,            0.003736,            0.003736,            0.003736
                 350,            0.019079,           0.0067988,            0.017741,             0.95851,             0.99776,             0.99295,             0.84709,            0.014774,           0.0052303,           0.0035052,            0.003718,            0.003718,            0.003718
                 351,            0.017277,           0.0073322,           0.0041479,             0.95825,             0.99777,             0.99068,             0.88707,              0.0129,           0.0051169,           0.0035777,              0.0037,              0.0037,              0.0037
                 352,            0.021236,           0.0078371,           0.0062881,             0.95825,             0.99777,             0.99068,             0.88707,              0.0129,           0.0051169,           0.0035777,            0.003682,            0.003682,            0.003682
                 353,            0.018985,           0.0057325,           0.0054319,             0.95843,             0.99779,             0.99295,             0.89044,            0.011176,           0.0049744,           0.0035425,            0.003664,            0.003664,            0.003664
                 354,            0.018347,           0.0070149,           0.0047543,             0.95844,             0.99778,             0.99295,             0.87628,            0.014391,           0.0052802,           0.0035169,            0.003646,            0.003646,            0.003646
                 355,              0.0211,           0.0083233,           0.0055604,             0.95886,             0.99781,             0.99295,             0.76961,            0.015288,           0.0052667,           0.0034557,            0.003628,            0.003628,            0.003628
                 356,            0.022141,           0.0069715,           0.0062681,             0.95886,             0.99781,             0.99295,             0.76961,            0.015288,           0.0052667,           0.0034557,             0.00361,             0.00361,             0.00361
                 357,            0.018368,           0.0078099,           0.0065591,             0.95945,              0.9978,             0.99295,             0.85892,            0.011392,           0.0049993,           0.0033362,            0.003592,            0.003592,            0.003592
                 358,             0.01895,           0.0067839,           0.0072078,             0.99516,                   1,               0.995,             0.91874,             0.01078,           0.0048661,           0.0023297,            0.003574,            0.003574,            0.003574
                 359,            0.021716,           0.0081237,           0.0084328,             0.99471,                   1,               0.995,             0.87547,            0.012603,           0.0048344,           0.0023207,            0.003556,            0.003556,            0.003556
                 360,            0.019769,           0.0065636,           0.0096493,             0.99471,                   1,               0.995,             0.87547,            0.012603,           0.0048344,           0.0023207,            0.003538,            0.003538,            0.003538
                 361,            0.020498,           0.0090758,            0.010523,             0.98788,                   1,               0.995,             0.86017,             0.01167,            0.004598,            0.002475,             0.00352,             0.00352,             0.00352
                 362,            0.020878,           0.0086482,           0.0064079,             0.99059,                   1,               0.995,             0.88822,             0.01109,           0.0045473,           0.0024329,            0.003502,            0.003502,            0.003502
                 363,            0.018656,           0.0069966,           0.0058093,             0.99267,                   1,               0.995,             0.84766,            0.014525,            0.004666,           0.0023555,            0.003484,            0.003484,            0.003484
                 364,             0.02157,           0.0063144,            0.014382,             0.99267,                   1,               0.995,             0.84766,            0.014525,            0.004666,           0.0023555,            0.003466,            0.003466,            0.003466
                 365,            0.018068,           0.0064422,           0.0046302,             0.99301,                   1,               0.995,              0.8875,             0.01305,           0.0046295,           0.0023508,            0.003448,            0.003448,            0.003448
                 366,            0.018175,           0.0070103,           0.0038563,             0.99358,                   1,               0.995,             0.82391,            0.016419,           0.0050492,           0.0023237,             0.00343,             0.00343,             0.00343
                 367,            0.021375,           0.0079086,           0.0036721,             0.99453,                   1,               0.995,             0.84471,             0.01173,           0.0048085,           0.0022633,            0.003412,            0.003412,            0.003412
                 368,            0.017886,           0.0067097,           0.0041411,             0.99453,                   1,               0.995,             0.84471,             0.01173,           0.0048085,           0.0022633,            0.003394,            0.003394,            0.003394
                 369,            0.018211,            0.007542,           0.0057111,             0.99507,                   1,               0.995,             0.85375,            0.011147,           0.0048329,           0.0022414,            0.003376,            0.003376,            0.003376
                 370,            0.023954,            0.006136,           0.0069556,             0.99515,                   1,               0.995,             0.82131,            0.016647,            0.005225,           0.0022337,            0.003358,            0.003358,            0.003358
                 371,            0.023398,           0.0073966,           0.0052776,             0.99525,                   1,               0.995,             0.89057,            0.010088,           0.0049247,           0.0022097,             0.00334,             0.00334,             0.00334
                 372,            0.017534,           0.0087743,           0.0040294,             0.99525,                   1,               0.995,             0.89057,            0.010088,           0.0049247,           0.0022097,            0.003322,            0.003322,            0.003322
                 373,            0.020096,           0.0069859,           0.0063711,             0.99564,                   1,               0.995,             0.88527,            0.011733,           0.0050842,            0.002196,            0.003304,            0.003304,            0.003304
                 374,            0.018943,            0.007825,           0.0055604,             0.99634,                   1,               0.995,             0.85583,            0.013521,           0.0051987,           0.0021413,            0.003286,            0.003286,            0.003286
                 375,            0.019314,           0.0073584,           0.0036533,              0.9964,                   1,               0.995,             0.87221,            0.012907,           0.0051474,           0.0021252,            0.003268,            0.003268,            0.003268
                 376,             0.01767,            0.007321,           0.0039059,              0.9964,                   1,               0.995,             0.87221,            0.012907,           0.0051474,           0.0021252,             0.00325,             0.00325,             0.00325
                 377,            0.019474,           0.0058846,           0.0052685,             0.99668,                   1,               0.995,             0.87973,            0.011065,           0.0049817,            0.002108,            0.003232,            0.003232,            0.003232
                 378,            0.020194,           0.0091655,           0.0054087,             0.99658,                   1,               0.995,             0.81883,            0.016666,           0.0054143,           0.0020829,            0.003214,            0.003214,            0.003214
                 379,            0.024126,             0.01026,           0.0047325,             0.99622,                   1,               0.995,             0.87855,            0.011143,           0.0049141,            0.002082,            0.003196,            0.003196,            0.003196
                 380,            0.016419,           0.0075712,           0.0043716,             0.99622,                   1,               0.995,             0.87855,            0.011143,           0.0049141,            0.002082,            0.003178,            0.003178,            0.003178
                 381,            0.016459,           0.0069641,           0.0035998,             0.99611,                   1,               0.995,             0.89709,            0.010135,           0.0047392,           0.0020698,             0.00316,             0.00316,             0.00316
                 382,            0.019082,           0.0073889,            0.012259,             0.99609,                   1,               0.995,             0.90138,            0.011098,           0.0047351,           0.0020576,            0.003142,            0.003142,            0.003142
                 383,            0.017733,           0.0080011,           0.0045096,             0.99605,                   1,               0.995,             0.86587,            0.013137,            0.004884,           0.0020534,            0.003124,            0.003124,            0.003124
                 384,            0.022055,           0.0096451,           0.0068446,             0.99605,                   1,               0.995,             0.86587,            0.013137,            0.004884,           0.0020534,            0.003106,            0.003106,            0.003106
                 385,            0.019606,           0.0077917,            0.005911,             0.99619,                   1,               0.995,             0.87738,            0.012103,            0.004732,           0.0020501,            0.003088,            0.003088,            0.003088
                 386,            0.019465,            0.006627,            0.011659,             0.99629,                   1,               0.995,             0.87987,            0.010883,           0.0046633,           0.0020388,             0.00307,             0.00307,             0.00307
                 387,            0.015439,           0.0068702,           0.0035299,             0.99627,                   1,               0.995,             0.88916,            0.014322,           0.0048263,           0.0020349,            0.003052,            0.003052,            0.003052
                 388,            0.021555,           0.0069618,           0.0046979,             0.99627,                   1,               0.995,             0.88916,            0.014322,           0.0048263,           0.0020349,            0.003034,            0.003034,            0.003034
                 389,            0.018995,           0.0081125,           0.0055622,              0.9963,                   1,               0.995,             0.89646,             0.01231,           0.0046002,           0.0020279,            0.003016,            0.003016,            0.003016
                 390,            0.018138,            0.010539,           0.0037048,             0.99636,                   1,               0.995,             0.89472,            0.011491,           0.0046816,           0.0019874,            0.002998,            0.002998,            0.002998
                 391,            0.020224,           0.0075528,           0.0048693,             0.99652,                   1,               0.995,              0.8456,            0.011291,           0.0045287,           0.0019776,             0.00298,             0.00298,             0.00298
                 392,            0.021281,           0.0070437,            0.007998,             0.99652,                   1,               0.995,              0.8456,            0.011291,           0.0045287,           0.0019776,            0.002962,            0.002962,            0.002962
                 393,            0.015822,           0.0061283,           0.0039434,             0.99668,                   1,               0.995,             0.90114,            0.010359,           0.0045067,           0.0019596,            0.002944,            0.002944,            0.002944
                 394,            0.017459,           0.0068072,           0.0081602,              0.9967,                   1,               0.995,             0.89766,            0.011715,           0.0045505,           0.0019417,            0.002926,            0.002926,            0.002926
                 395,            0.018515,           0.0069497,           0.0061564,             0.99671,                   1,               0.995,             0.88386,            0.011101,           0.0045109,           0.0019238,            0.002908,            0.002908,            0.002908
                 396,            0.016479,           0.0065068,           0.0036007,             0.99671,                   1,               0.995,             0.88386,            0.011101,           0.0045109,           0.0019238,             0.00289,             0.00289,             0.00289
                 397,            0.018852,           0.0078887,           0.0056093,             0.99647,                   1,               0.995,             0.91079,            0.010038,            0.004381,            0.001917,            0.002872,            0.002872,            0.002872
                 398,            0.017767,           0.0067543,           0.0051014,             0.99632,                   1,               0.995,             0.90386,            0.010611,           0.0044554,           0.0019023,            0.002854,            0.002854,            0.002854
                 399,            0.018819,           0.0074433,           0.0069243,             0.99636,                   1,               0.995,             0.86398,            0.014087,           0.0046215,           0.0018811,            0.002836,            0.002836,            0.002836
                 400,            0.020434,            0.007817,           0.0045008,             0.99636,                   1,               0.995,             0.86398,            0.014087,           0.0046215,           0.0018811,            0.002818,            0.002818,            0.002818
                 401,            0.017749,           0.0084669,           0.0037308,             0.99615,                   1,               0.995,              0.9003,            0.012711,           0.0045074,           0.0018769,              0.0028,              0.0028,              0.0028
                 402,            0.018426,           0.0094325,           0.0048928,             0.99613,                   1,               0.995,             0.85305,             0.01176,           0.0045428,           0.0018745,            0.002782,            0.002782,            0.002782
                 403,            0.017179,           0.0068533,            0.003488,             0.99609,                   1,               0.995,             0.87998,             0.01178,           0.0044554,           0.0018711,            0.002764,            0.002764,            0.002764
                 404,            0.016314,           0.0058182,            0.018631,             0.99609,                   1,               0.995,             0.87998,             0.01178,           0.0044554,           0.0018711,            0.002746,            0.002746,            0.002746
                 405,             0.01864,           0.0075346,           0.0070887,             0.99616,                   1,               0.995,             0.86215,             0.01165,           0.0045086,           0.0018701,            0.002728,            0.002728,            0.002728
                 406,            0.019046,           0.0083076,           0.0053062,             0.99618,                   1,               0.995,             0.85804,             0.01328,           0.0046487,           0.0018763,             0.00271,             0.00271,             0.00271
                 407,            0.018167,           0.0070947,           0.0040751,             0.99627,                   1,               0.995,             0.88408,            0.011201,           0.0045096,           0.0018861,            0.002692,            0.002692,            0.002692
                 408,            0.017558,           0.0076307,           0.0061537,             0.99627,                   1,               0.995,             0.88408,            0.011201,           0.0045096,           0.0018861,            0.002674,            0.002674,            0.002674
                 409,            0.014626,            0.006113,           0.0042371,             0.99625,                   1,               0.995,             0.89503,            0.010483,           0.0044832,           0.0018986,            0.002656,            0.002656,            0.002656
                 410,            0.015216,           0.0058446,           0.0033518,             0.99622,                   1,               0.995,             0.86437,            0.010328,           0.0044957,           0.0019063,            0.002638,            0.002638,            0.002638
                 411,            0.016171,           0.0068671,           0.0043621,             0.99641,                   1,               0.995,             0.90467,            0.011568,           0.0046043,           0.0019153,             0.00262,             0.00262,             0.00262
                 412,            0.015495,           0.0049937,           0.0041128,             0.99641,                   1,               0.995,             0.90467,            0.011568,           0.0046043,           0.0019153,            0.002602,            0.002602,            0.002602
                 413,            0.017798,            0.007753,           0.0046993,             0.99663,                   1,               0.995,             0.90009,            0.011023,           0.0046179,           0.0019164,            0.002584,            0.002584,            0.002584
                 414,             0.01686,           0.0079642,            0.005469,             0.99664,                   1,               0.995,             0.89683,              0.0111,           0.0046468,           0.0019338,            0.002566,            0.002566,            0.002566
                 415,            0.018352,           0.0069116,           0.0043885,             0.99663,                   1,               0.995,               0.921,           0.0098985,           0.0045338,           0.0019257,            0.002548,            0.002548,            0.002548
                 416,            0.015328,           0.0071688,           0.0043986,             0.99663,                   1,               0.995,               0.921,           0.0098985,           0.0045338,           0.0019257,             0.00253,             0.00253,             0.00253
                 417,            0.019929,           0.0069959,           0.0057459,              0.9965,                   1,               0.995,             0.89152,             0.01152,           0.0046667,           0.0019302,            0.002512,            0.002512,            0.002512
                 418,            0.016977,           0.0067172,           0.0054113,             0.99641,                   1,               0.995,             0.90371,             0.01224,           0.0047912,           0.0019408,            0.002494,            0.002494,            0.002494
                 419,            0.019888,            0.007398,           0.0053095,             0.99639,                   1,               0.995,             0.87699,             0.01077,           0.0048129,           0.0019361,            0.002476,            0.002476,            0.002476
                 420,             0.01608,           0.0059878,           0.0035971,             0.99639,                   1,               0.995,             0.87699,             0.01077,           0.0048129,           0.0019361,            0.002458,            0.002458,            0.002458
                 421,            0.018002,           0.0077767,           0.0078438,              0.9964,                   1,               0.995,             0.91998,           0.0097185,           0.0048286,           0.0019358,             0.00244,             0.00244,             0.00244
                 422,            0.019145,           0.0064872,           0.0049123,              0.9964,                   1,               0.995,             0.90236,            0.011427,           0.0050018,           0.0019336,            0.002422,            0.002422,            0.002422
                 423,            0.017095,           0.0059861,           0.0045101,             0.99622,                   1,               0.995,             0.89247,            0.011049,            0.004934,           0.0019151,            0.002404,            0.002404,            0.002404
                 424,            0.017478,           0.0071084,           0.0044338,             0.99622,                   1,               0.995,             0.89247,            0.011049,            0.004934,           0.0019151,            0.002386,            0.002386,            0.002386
                 425,            0.018552,           0.0063659,           0.0039055,              0.9963,                   1,               0.995,             0.92118,            0.010103,           0.0047849,            0.001919,            0.002368,            0.002368,            0.002368
                 426,            0.016993,           0.0055061,           0.0049226,             0.99648,                   1,               0.995,             0.89563,            0.012402,           0.0049288,           0.0019091,             0.00235,             0.00235,             0.00235
                 427,            0.017253,           0.0075881,           0.0043444,             0.99663,                   1,               0.995,             0.89642,            0.010636,           0.0048515,           0.0018965,            0.002332,            0.002332,            0.002332
                 428,            0.017311,           0.0075041,             0.01138,             0.99663,                   1,               0.995,             0.89642,            0.010636,           0.0048515,           0.0018965,            0.002314,            0.002314,            0.002314
                 429,            0.016594,           0.0070753,           0.0037839,             0.99667,                   1,               0.995,             0.90231,            0.010377,           0.0047632,           0.0018863,            0.002296,            0.002296,            0.002296
                 430,            0.015881,           0.0065622,           0.0046322,             0.99663,                   1,               0.995,              0.9088,             0.01156,            0.004952,           0.0018643,            0.002278,            0.002278,            0.002278
                 431,            0.016656,           0.0067911,           0.0042578,              0.9967,                   1,               0.995,             0.89778,            0.010495,           0.0047912,           0.0018546,             0.00226,             0.00226,             0.00226
                 432,            0.015825,           0.0072093,           0.0037236,              0.9967,                   1,               0.995,             0.89778,            0.010495,           0.0047912,           0.0018546,            0.002242,            0.002242,            0.002242
                 433,            0.018055,           0.0066163,           0.0060241,             0.99668,                   1,               0.995,             0.91053,           0.0096277,           0.0046932,           0.0018441,            0.002224,            0.002224,            0.002224
                 434,            0.014633,           0.0062231,           0.0040621,             0.99663,                   1,               0.995,             0.86632,            0.011363,            0.004844,           0.0018294,            0.002206,            0.002206,            0.002206
                 435,            0.017822,           0.0077407,           0.0034443,             0.99669,                   1,               0.995,             0.90435,            0.010361,           0.0046619,           0.0018204,            0.002188,            0.002188,            0.002188
                 436,            0.017081,           0.0076466,            0.005301,             0.99669,                   1,               0.995,             0.90435,            0.010361,           0.0046619,           0.0018204,             0.00217,             0.00217,             0.00217
                 437,            0.016743,            0.007468,           0.0057917,             0.99658,                   1,               0.995,             0.89583,            0.010446,           0.0046723,           0.0018094,            0.002152,            0.002152,            0.002152
                 438,            0.018426,           0.0059097,           0.0041088,             0.99643,                   1,               0.995,             0.89187,            0.010983,           0.0047686,            0.001795,            0.002134,            0.002134,            0.002134
                 439,            0.018997,           0.0064137,           0.0055435,             0.99623,                   1,               0.995,             0.89736,            0.011891,           0.0047857,           0.0017813,            0.002116,            0.002116,            0.002116
                 440,            0.019389,           0.0072329,           0.0038002,             0.99623,                   1,               0.995,             0.89736,            0.011891,           0.0047857,           0.0017813,            0.002098,            0.002098,            0.002098
                 441,            0.017399,           0.0078844,           0.0055474,             0.99617,                   1,               0.995,             0.91089,            0.010389,           0.0046225,           0.0017702,             0.00208,             0.00208,             0.00208
                 442,            0.017213,           0.0058032,           0.0038667,             0.99622,                   1,               0.995,             0.91692,            0.010508,           0.0046525,           0.0017626,            0.002062,            0.002062,            0.002062
                 443,             0.01806,           0.0077433,           0.0044127,             0.99598,                   1,               0.995,              0.9246,           0.0091979,           0.0045614,           0.0017621,            0.002044,            0.002044,            0.002044
                 444,            0.015456,           0.0070547,           0.0039666,             0.99598,                   1,               0.995,              0.9246,           0.0091979,           0.0045614,           0.0017621,            0.002026,            0.002026,            0.002026
                 445,            0.018222,           0.0071565,           0.0050906,             0.99578,                   1,               0.995,             0.89612,           0.0095608,           0.0046078,           0.0017536,            0.002008,            0.002008,            0.002008
                 446,            0.018293,           0.0060974,           0.0065919,             0.99567,                   1,               0.995,             0.87991,             0.01092,           0.0048297,           0.0017541,             0.00199,             0.00199,             0.00199
                 447,            0.016494,           0.0070026,           0.0047072,             0.99568,                   1,               0.995,             0.88314,             0.01047,           0.0048348,           0.0017519,            0.001972,            0.001972,            0.001972
                 448,            0.014296,           0.0068708,           0.0026609,             0.99568,                   1,               0.995,             0.88314,             0.01047,           0.0048348,           0.0017519,            0.001954,            0.001954,            0.001954
                 449,            0.020258,           0.0054039,           0.0088735,             0.99559,                   1,               0.995,              0.8895,           0.0098217,           0.0048716,           0.0017565,            0.001936,            0.001936,            0.001936
                 450,            0.013146,           0.0057679,           0.0031443,             0.99557,                   1,               0.995,             0.87437,            0.010168,           0.0049116,            0.001748,            0.001918,            0.001918,            0.001918
                 451,            0.014829,           0.0071561,           0.0078608,             0.99564,                   1,               0.995,             0.92186,           0.0098808,           0.0048622,            0.001758,              0.0019,              0.0019,              0.0019
                 452,            0.017254,           0.0066594,           0.0041445,             0.99564,                   1,               0.995,             0.92186,           0.0098808,           0.0048622,            0.001758,            0.001882,            0.001882,            0.001882
                 453,            0.017114,           0.0060863,           0.0047435,             0.99578,                   1,               0.995,              0.9222,            0.009772,           0.0047853,           0.0017454,            0.001864,            0.001864,            0.001864
                 454,            0.015448,           0.0084395,           0.0041989,             0.99582,                   1,               0.995,             0.91599,           0.0095706,           0.0046732,           0.0017318,            0.001846,            0.001846,            0.001846
                 455,            0.016878,           0.0069244,           0.0033055,             0.99586,                   1,               0.995,             0.90454,           0.0090882,            0.004625,           0.0017317,            0.001828,            0.001828,            0.001828
                 456,            0.015195,           0.0069533,           0.0043075,             0.99586,                   1,               0.995,             0.90454,           0.0090882,            0.004625,           0.0017317,             0.00181,             0.00181,             0.00181
                 457,            0.014883,           0.0059834,           0.0038594,             0.99591,                   1,               0.995,             0.93165,           0.0088901,           0.0045683,           0.0017174,            0.001792,            0.001792,            0.001792
                 458,            0.016071,           0.0065903,           0.0040456,             0.99596,                   1,               0.995,             0.91696,            0.010995,           0.0046818,           0.0017078,            0.001774,            0.001774,            0.001774
                 459,            0.017974,           0.0065426,            0.011428,             0.99603,                   1,               0.995,             0.91642,           0.0090572,           0.0044985,           0.0016953,            0.001756,            0.001756,            0.001756
                 460,            0.015928,           0.0082127,           0.0035339,             0.99603,                   1,               0.995,             0.91642,           0.0090572,           0.0044985,           0.0016953,            0.001738,            0.001738,            0.001738
                 461,            0.019258,           0.0070943,           0.0058472,             0.99613,                   1,               0.995,             0.91695,           0.0088988,           0.0044383,            0.001689,             0.00172,             0.00172,             0.00172
                 462,            0.015565,           0.0075048,           0.0043203,              0.9962,                   1,               0.995,               0.934,           0.0086459,           0.0044184,           0.0016823,            0.001702,            0.001702,            0.001702
                 463,            0.014744,           0.0086784,           0.0067114,             0.99643,                   1,               0.995,             0.91248,           0.0089683,           0.0043779,           0.0016714,            0.001684,            0.001684,            0.001684
                 464,            0.014153,             0.00609,           0.0034999,             0.99643,                   1,               0.995,             0.91248,           0.0089683,           0.0043779,           0.0016714,            0.001666,            0.001666,            0.001666
                 465,            0.014745,           0.0072159,            0.005335,             0.99646,                   1,               0.995,             0.92356,           0.0083999,           0.0042699,           0.0016666,            0.001648,            0.001648,            0.001648
                 466,            0.017428,           0.0066875,            0.014282,             0.99638,                   1,               0.995,              0.9251,           0.0097361,           0.0044342,           0.0016746,             0.00163,             0.00163,             0.00163
                 467,            0.014787,           0.0063844,             0.00526,             0.99642,                   1,               0.995,             0.94291,           0.0088557,           0.0043073,            0.001667,            0.001612,            0.001612,            0.001612
                 468,            0.016845,           0.0072721,           0.0055597,             0.99642,                   1,               0.995,             0.94291,           0.0088557,           0.0043073,            0.001667,            0.001594,            0.001594,            0.001594
                 469,            0.018884,            0.010453,            0.008724,             0.99663,                   1,               0.995,             0.92781,           0.0092056,           0.0043288,           0.0016583,            0.001576,            0.001576,            0.001576
                 470,            0.015408,           0.0062823,           0.0038687,             0.99676,                   1,               0.995,             0.92525,           0.0091293,           0.0042941,           0.0016406,            0.001558,            0.001558,            0.001558
                 471,            0.014074,           0.0052957,           0.0039273,             0.99689,                   1,               0.995,             0.92161,           0.0094485,             0.00432,           0.0016356,             0.00154,             0.00154,             0.00154
                 472,            0.015354,           0.0067496,           0.0051023,             0.99689,                   1,               0.995,             0.92161,           0.0094485,             0.00432,           0.0016356,            0.001522,            0.001522,            0.001522
                 473,            0.013818,           0.0065416,           0.0042361,             0.99669,                   1,               0.995,              0.9182,           0.0091507,           0.0042717,           0.0016355,            0.001504,            0.001504,            0.001504
                 474,             0.01941,            0.006538,            0.004841,              0.9966,                   1,               0.995,             0.90501,           0.0090766,           0.0042286,           0.0016291,            0.001486,            0.001486,            0.001486
                 475,            0.016599,           0.0070931,           0.0035881,             0.99657,                   1,               0.995,             0.94027,            0.008842,           0.0041641,           0.0016224,            0.001468,            0.001468,            0.001468
                 476,            0.014125,           0.0066696,           0.0037394,             0.99657,                   1,               0.995,             0.94027,            0.008842,           0.0041641,           0.0016224,             0.00145,             0.00145,             0.00145
                 477,             0.01569,           0.0074105,           0.0029798,             0.99653,                   1,               0.995,             0.91266,           0.0096418,           0.0042296,           0.0016257,            0.001432,            0.001432,            0.001432
                 478,            0.015199,           0.0076912,           0.0096068,             0.99657,                   1,               0.995,             0.93956,           0.0089784,           0.0041872,           0.0016145,            0.001414,            0.001414,            0.001414
                 479,            0.013579,           0.0079733,           0.0024347,             0.99658,                   1,               0.995,              0.9097,           0.0098289,           0.0042485,            0.001605,            0.001396,            0.001396,            0.001396
                 480,            0.016314,           0.0070241,           0.0037272,             0.99658,                   1,               0.995,              0.9097,           0.0098289,           0.0042485,            0.001605,            0.001378,            0.001378,            0.001378
                 481,            0.012853,           0.0072752,           0.0037568,             0.99657,                   1,               0.995,             0.91554,           0.0086463,             0.00406,           0.0015981,             0.00136,             0.00136,             0.00136
                 482,            0.014593,           0.0067375,           0.0072457,             0.99663,                   1,               0.995,             0.92884,           0.0082337,           0.0039599,           0.0015896,            0.001342,            0.001342,            0.001342
                 483,            0.013166,           0.0064009,           0.0042669,             0.99657,                   1,               0.995,             0.92134,           0.0090619,            0.004034,           0.0015816,            0.001324,            0.001324,            0.001324
                 484,            0.014763,           0.0085989,           0.0040569,             0.99657,                   1,               0.995,             0.92134,           0.0090619,            0.004034,           0.0015816,            0.001306,            0.001306,            0.001306
